lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L2023,tier2,65,"Owner of an AI/ML software startup. Decision-maker in the correct industry, though intent is currently low.",10,true
L2265,tier3,40,"VP of Engineering at a travel company with very high intent and an open deal. Assigned to tier 3 due to non-AI industry, but worth reviewing given engagement.",20,true
L1895,tier2,55,"Applied Scientist using freemail who is marked as Closed Lost in Salesforce. Good technical fit, but previous loss requires care.",0,true
L1459,tier3,25,Technologist with an ambiguous title at a software company. Low intent and limited actionable signals.,5,true
L2529,tier1,85,Founder/CEO of an AI/ML software startup. Ideal high-value target for GPU cloud infrastructure.,5,true
L2221,tier3,15,Builder title using a freemail address at a small startup. Very sparse signals and unclear technical authority.,5,true
L1487,tier3,,,,true
L1157,tier3,,,,true
L1318,tier3,5,Student at a polytechnic using a freemail address. Low commercial potential.,15,true
L2143,tier2,70,DevOps Engineer at a large AI/ML software company with moderate intent and GPU usage signals.,15,true
L2524,tier3,20,Business Analyst marked as churned in CRM. Non-technical role with low alignment.,0,true
L1169,tier3,55,"SWE at a dental group. Technical IC role, but the healthcare industry implies lower probability of heavy AI model training workloads compared to pure-play tech.",35,false
L1488,tier2,75,AI Engineer using a freemail address at Axon Research. Strong technical role and intent signals despite freemail usage.,20,true
L1513,tier3,15,HR Manager at a robotics company. Non-technical administrative role.,5,true
L1051,tier3,10,Social Media Manager at a software company. Non-technical marketing role.,10,true
L1470,tier3,45,"High intent signals and surging activity present, but freemail address from an educational institution with missing job title and low identity confidence.",25,true
L2251,tier2,88,Senior ML Engineer at a software company showing high intent with GPU usage trial spikes and recent funding.,33,false
L1036,tier2,65,"Machine Learning Engineer with high internal intent score, but lacking company and industry context.",10,true
L2381,tier2,35,"Research Scientist with low intent score and no current surging signals, despite past campaign engagement.",20,true
L2723,tier3,20,Non-technical financial analyst in a travel industry company unlikely to utilize GPU infrastructure directly.,0,true
L1611,tier3,30,"Marketing manager at a dental group showing some digital intent, but role is non-technical and industry is irrelevant.",10,true
L1807,tier2,82,AI Engineer at a small company showing strong surging intent with pricing page visits and funding.,27,true
L2094,tier3,15,Graduate student at an educational polytechnic with low intent and academic context.,5,true
L2688,tier2,75,Senior ML Engineer at an AI company with moderate intent and GPU usage trial spikes.,20,true
L2909,tier2,40,"Computer Vision Engineer with moderate intent, but previously marked as closed-lost/churned in CRM.",15,true
L1650,tier2,55,"NLP Engineer in AI/ML software, but intent score is very low with no current surging signals.",0,true
L2587,tier3,25,Senior Data Scientist at a nail salon using freemail; role is technical but company context is completely misaligned.,5,true
L2535,tier2,60,"CTO with high intent and surging metrics, but has opted out of emails and is flagged for DNC.",5,true
L1599,suppress,10,CEO at a competitor cloud provider; high intent signals likely represent competitive intelligence gathering.,,true
L1140,tier2,85,Senior ML Engineer at an AI software company with high surging intent and GPU trial spikes.,30,true
L2059,tier3,12,PhD student with very low intent and no company profile provided.,8,true
L1634,tier3,50,"Existing cohort lead with moderate intent and trial spikes, but missing a job title.",30,true
L2560,tier2,95,MLOps Engineer at an AI software company with maximum intent score (100) and strong surging metrics.,40,false
L1744,tier2,70,Senior ML Engineer at a mid-sized company with moderate intent and GPU usage trial spikes.,15,true
L1862,tier3,22,Executive assistant at an automotive parts company; non-technical role with low alignment.,2,true
L1625,tier2,78,Head of AI at a small AI company with high surging intent and infrastructure expansion signals.,23,true
L1530,tier3,25,Project manager in insurance sector with low-to-moderate intent and previous closed-lost CRM status.,5,true
L1617,tier3,30,Independent consultant at a logistics company with low intent score and ambiguous title.,10,true
L1581,tier2,86,"Senior ML Engineer at an AI company showing high surging intent, infrastructure footprint expansion, and hiring signals.",31,false
L1207,tier3,52,AI software company lead with missing job title but moderate intent and competitor churn signals.,32,false
L1667,tier2,80,VP of AI Infrastructure at an AI company showing funding and hiring signals.,25,true
L1787,tier3,32,Marketing manager at an insurance company; high campaign engagement but non-technical role.,12,true
L1539,tier2,90,Infrastructure engineer at a software company with very high intent (94) and funding signals.,35,false
L1004,tier2,40,Consultant at software company with low intent and previous closed-lost status.,15,true
L2202,tier2,92,Software engineer at a large company with near-maximum intent score (97) and heavy pricing page/GPU trial activity.,37,false
L1527,tier2,45,"Software engineer at an AI/ML company with low intent and sparse firmographic signals. Good technical fit for PLG, but limited immediate sales trigger.",10,true
L2166,tier2,88,"NLP Engineer with high intent, surging GPU usage trial, and campaign engagement. Excellent near-term opportunity despite technical IC title.",33,false
L2644,tier1,78,"SVP Engineering at LegalMind AI, an open opportunity in HubSpot with recent funding. Strong enterprise decision-maker fit.",12,true
L1844,tier2,55,Data Scientist at Corticon AI with medium intent and surging pricing page visits. Solid self-serve or bottom-up adoption potential.,0,true
L1739,tier1,95,"CTO at Signalfold with very high intent, funding, expanded infra, and competitor churn signals. Top-tier enterprise sales target.",5,true
L1221,tier2,40,"Advisor role with ambiguous influence and low intent, despite a GPU trial spike. Better suited for nurture.",15,true
L1258,tier2,58,"Senior Software Engineer at an AI startup. Good technical fit for bottom-up adoption, moderate signal.",3,true
L1628,tier1,82,Founder & CEO at RoboticsOne with high intent and surging infrastructure signals. Strong near-term sales opportunity.,8,true
L1514,tier2,30,Machine Learning Engineer using a freemail address at a small firm. Data indicates identity resolution issues and potential personal sign-up.,25,true
L2569,tier2,62,AI Engineer at promptline showing increased docs traffic and ML hiring surges. High relevance for product-led growth.,7,true
L1592,tier2,50,"VP of Engineering with missing industry details in CRM, showing low intent. Senior title warrants monitoring.",5,true
L1113,tier2,48,Software engineer at an early-stage AI health company. Standard PLG profile with modest internal intent.,7,true
L2538,tier3,25,Postdoc using an iCloud freemail address. High intent signals are likely academic research rather than enterprise sales opportunity.,5,true
L1301,tier3,20,Customer Success Manager in non-AI software using a freemail address. High intent is likely unrelated to core AI infrastructure buyer profile.,0,true
L2730,tier3,22,"Graduate student at a university using a Yahoo address. High surge signals reflect academic workloads, not commercial pipeline.",2,true
L2548,tier2,65,Software engineer at PayTrellis with maximum internal intent score. Strong candidate for product-led growth.,10,true
L1721,tier2,35,Fractional CTO at an insurance firm with low intent and missing firmographic clarity. Limited near-term traction.,20,true
L1289,tier2,60,ML Engineer at Neuralight with medium intent and competitor churn signals. Good technical contact for bottom-up evaluation.,5,true
L1900,tier3,30,Business Analyst at a financial ledger company. High intent score is offset by non-technical role suitability.,10,true
L2217,tier3,15,"Recruiter at SynthWorks AI. High intent score driven by hiring/funding signals, but completely irrelevant to infrastructure sales.",5,true
L1570,tier3,10,Principal at a fitness studio. Completely mismatched industry and role for AI infrastructure.,10,true
L2642,tier1,72,"Founder at Cascade AI. High-value decision maker role in an AI company, though intent score is currently low.",18,true
